frame,fps,latency_ms,cpu_percent,raw_messages,context_messages,decision_messages,priority_scores,priority_levels,final_messages
273,11.74,84.46,61.1,3,0,0,,,
274,11.69,84.78,61.8,3,0,0,,,
275,11.73,84.56,57.6,3,0,0,,,
276,11.72,84.6,58.8,3,0,0,,,
277,11.5,86.29,57.6,3,0,0,,,
278,11.63,85.24,61.8,3,0,0,,,
279,11.79,84.13,60.0,3,0,0,,,
280,11.81,83.99,58.8,3,0,0,,,
281,11.68,84.88,58.8,3,0,0,,,
282,11.72,84.61,62.9,3,0,0,,,
283,11.75,84.39,58.8,3,0,0,,,
284,11.71,84.65,54.8,3,1,0,,,
285,11.63,85.27,63.9,3,0,0,,,
286,11.78,84.22,53.3,3,0,0,,,
287,11.67,84.97,61.1,3,0,0,,,
288,11.72,84.55,57.6,3,0,0,,,
289,11.61,85.39,62.9,3,0,0,,,
290,10.98,90.34,65.8,3,0,0,,,
291,11.6,85.51,58.8,3,0,0,,,
292,11.69,84.83,60.6,3,0,0,,,
293,11.72,84.64,58.8,3,0,0,,,
294,11.74,84.4,57.6,3,0,0,,,
295,11.77,84.25,61.8,3,0,0,,,
296,11.65,85.11,58.8,3,0,0,,,
297,11.76,84.31,61.1,2,0,0,,,
298,11.68,84.89,63.2,2,0,0,,,
299,11.69,84.83,56.2,1,0,0,,,
300,11.52,86.11,61.1,1,0,0,,,
301,11.68,84.87,58.1,2,1,1,0.567,MEDIUM,Person very close on your left
302,11.63,85.18,58.8,2,0,0,,,
303,11.59,85.59,61.1,2,0,0,,,
304,11.56,85.82,60.6,2,0,0,,,
305,11.61,85.39,57.6,3,1,0,,,
306,11.73,84.55,54.8,2,0,0,,,
307,11.7,84.74,62.2,2,1,1,0.691,MEDIUM,Person very close on your right
308,11.67,84.99,57.6,2,0,0,,,
309,11.61,85.41,62.2,3,1,1,0.513,MEDIUM,refrigerator ahead
310,11.63,85.24,57.6,2,0,0,,,
311,11.64,85.22,57.6,3,0,0,,,
312,11.5,86.2,62.9,2,0,0,,,
313,11.63,85.23,57.6,2,0,0,,,
314,11.7,84.74,62.2,3,0,0,,,
315,11.63,85.23,58.8,3,0,0,,,
316,11.72,84.59,60.0,2,0,0,,,
317,11.69,84.8,60.6,2,0,0,,,
318,11.72,84.61,56.3,2,0,0,,,
319,11.76,84.33,58.8,2,0,0,,,
320,11.71,84.66,58.8,2,0,0,,,
321,11.67,84.98,62.2,2,0,0,,,
322,11.67,84.95,59.4,2,0,0,,,
323,11.36,87.27,59.5,2,0,0,,,
324,11.68,84.92,63.2,2,0,0,,,
325,11.72,84.49,62.9,2,0,0,,,
326,11.72,84.55,54.8,2,0,0,,,
327,11.77,84.27,62.2,2,0,0,,,
328,11.7,84.76,60.6,2,0,0,,,
329,11.63,85.3,61.1,2,0,0,,,
330,11.73,84.52,57.6,2,0,0,,,
331,11.66,85.05,58.8,2,0,0,,,
332,11.66,85.02,59.4,2,0,0,,,
333,11.57,85.68,61.1,2,0,0,,,
334,11.71,84.6,56.3,2,0,0,,,
335,11.46,86.56,61.1,2,0,0,,,
336,11.65,85.12,57.6,2,0,0,,,
337,11.67,84.98,57.6,2,0,0,,,
338,11.72,84.57,53.3,2,0,0,,,
339,11.71,84.72,62.9,2,0,0,,,
340,11.67,84.91,58.8,2,0,0,,,
341,11.7,84.74,62.2,2,0,0,,,
342,11.6,85.47,58.8,3,1,1,0.513,MEDIUM,surfboard ahead
343,11.59,85.58,61.1,3,0,0,,,
344,11.66,85.07,56.7,3,0,0,,,
345,11.71,84.69,58.8,2,0,0,,,
346,11.56,85.8,54.8,3,0,0,,,
347,11.25,88.18,54.5,4,1,0,,,
348,9.98,99.52,61.5,3,0,0,,,
349,11.59,85.6,54.8,3,0,0,,,
350,11.44,86.68,58.8,3,1,1,0.521,MEDIUM,Person very close on your right
351,11.52,86.08,59.4,4,1,1,0.471,MEDIUM,Person on your right
352,11.64,85.2,62.2,2,0,0,,,
353,11.7,84.71,56.2,2,0,0,,,
354,11.51,86.2,64.1,2,0,0,,,
355,11.61,85.45,60.0,2,0,0,,,
356,11.6,85.49,57.6,2,0,0,,,
357,11.75,84.36,63.9,3,1,0,,,
358,11.34,87.49,60.0,2,0,0,,,
359,11.49,86.32,57.6,2,1,1,0.688,MEDIUM,Person very close on your left
360,11.56,85.78,60.0,2,0,0,,,
361,11.67,84.99,63.2,2,0,0,,,
362,11.62,85.34,59.4,2,0,0,,,
363,11.7,84.72,61.1,2,1,1,0.76,HIGH,Person very close ahead
364,11.68,84.73,58.8,2,0,0,,,
365,11.73,84.51,57.6,2,0,0,,,
366,11.66,85.07,62.9,2,0,0,,,
367,11.64,85.22,54.8,2,0,0,,,
368,11.65,85.15,60.0,2,0,0,,,
369,11.66,85.09,57.6,3,1,0,,,
370,11.53,85.96,58.8,2,0,0,,,
371,11.71,84.67,60.0,3,1,1,0.595,MEDIUM,Person very close on your left
372,11.7,84.71,60.6,1,0,0,,,
373,11.7,84.76,58.8,1,0,0,,,
374,11.75,84.4,60.0,1,0,0,,,
375,11.6,85.47,54.8,1,0,0,,,
376,11.63,85.28,58.8,1,1,1,0.745,HIGH,Person very close on your left
377,11.58,85.63,56.2,1,0,0,,,
378,11.71,84.68,60.6,1,0,0,,,
379,11.64,85.23,57.6,1,0,0,,,
380,11.75,84.36,54.8,0,0,0,,,
381,11.54,85.93,61.1,2,1,0,,,
382,11.66,85.06,56.3,2,1,0,,,
383,11.68,84.96,62.2,2,1,0,,,
384,11.62,85.34,59.4,2,0,0,,,
385,11.55,85.83,60.6,1,0,0,,,
386,11.61,85.37,56.3,1,0,0,,,
387,11.64,85.21,58.8,1,0,0,,,
388,11.62,85.3,58.8,1,0,0,,,
389,11.63,85.25,57.6,1,0,0,,,
390,11.65,85.09,61.1,1,0,0,,,
391,11.64,85.22,57.6,1,0,0,,,
392,11.64,85.13,61.8,1,0,0,,,
393,11.5,86.23,56.2,1,0,0,,,
394,11.64,85.21,57.6,2,1,1,0.587,MEDIUM,Person very close on your left
395,11.67,84.99,56.3,1,0,0,,,
396,11.71,84.69,56.2,1,0,0,,,
397,11.69,84.8,56.2,1,0,0,,,
398,11.7,84.71,62.9,1,0,0,,,
399,11.69,84.82,57.6,1,0,0,,,
400,11.68,84.89,60.0,1,0,0,,,
401,11.62,85.34,60.0,1,0,0,,,
402,11.67,84.93,61.1,1,0,0,,,
403,11.67,84.98,58.8,1,0,0,,,
404,11.41,86.93,63.2,1,0,0,,,
405,11.28,87.97,63.9,1,0,0,,,
406,11.1,89.37,62.9,1,0,0,,,
407,11.65,85.14,61.1,2,1,0,,,
408,11.77,84.26,57.6,1,0,0,,,
409,11.62,85.39,58.8,1,0,0,,,
410,11.63,85.29,58.8,1,0,0,,,
411,11.68,84.94,62.2,1,0,0,,,
412,11.55,85.88,58.8,1,0,0,,,
413,11.72,84.66,58.8,1,0,0,,,
414,11.69,84.81,56.3,1,0,0,,,
415,11.7,84.77,61.1,2,0,0,,,
416,11.47,86.49,56.2,2,0,0,,,
417,11.43,86.77,60.6,1,0,0,,,
418,11.65,85.04,58.8,1,0,0,,,
419,11.66,85.03,61.1,1,0,0,,,
420,11.63,85.25,58.8,1,0,0,,,
421,11.68,84.86,60.0,1,0,0,,,
422,11.67,84.98,59.4,1,0,0,,,
423,11.77,84.27,60.0,1,0,0,,,
424,11.63,85.27,57.1,1,0,0,,,
425,11.72,84.66,58.1,1,0,0,,,
426,11.74,84.45,60.0,1,0,0,,,
427,11.69,84.79,57.6,1,0,0,,,
428,11.52,86.05,63.2,1,0,0,,,
429,11.74,84.49,56.2,1,0,0,,,
430,11.74,84.47,62.9,1,0,0,,,
431,11.66,85.03,56.2,1,0,0,,,
432,11.68,84.89,61.1,1,0,0,,,
433,11.73,84.5,58.8,1,0,0,,,
434,11.86,83.64,58.1,1,0,0,,,
435,11.61,85.45,62.2,2,1,0,,,
436,11.65,85.11,57.6,2,0,0,,,
437,11.66,85.05,60.0,2,0,0,,,
438,11.68,84.87,60.0,2,0,0,,,
439,11.51,86.15,62.2,2,0,0,,,
440,11.68,84.89,58.1,2,0,0,,,
441,11.72,84.64,57.6,1,0,0,,,
442,11.7,84.77,58.8,2,0,0,,,
443,11.68,84.9,61.1,2,0,0,,,
444,11.73,84.5,58.8,2,0,0,,,
445,11.47,86.51,56.2,1,0,0,,,
446,11.67,84.96,57.6,1,0,0,,,
447,11.67,84.98,63.9,1,0,0,,,
448,11.71,84.69,53.3,1,0,0,,,
449,11.64,85.16,61.1,1,0,0,,,
450,11.78,84.18,57.6,1,0,0,,,
451,11.46,86.57,61.1,1,1,1,0.749,HIGH,Person very close ahead
452,11.65,85.1,58.1,3,1,1,0.576,MEDIUM,Person very close on your left
453,11.76,84.35,57.6,3,0,0,,,
454,11.73,84.54,57.6,3,0,0,,,
455,11.69,84.85,60.0,3,0,0,,,
456,11.71,84.69,57.6,3,0,0,,,
457,11.66,85.04,56.7,4,1,0,,,
458,11.68,84.91,60.0,3,0,0,,,
459,11.84,83.77,58.8,2,0,0,,,
460,11.68,84.93,62.2,2,0,0,,,
461,11.72,84.66,58.8,3,1,0,,,
462,11.58,85.66,56.3,2,0,0,,,
463,11.59,85.6,59.4,3,1,1,0.748,HIGH,Person very close on your right
464,10.99,90.04,63.9,3,0,0,,,
465,11.74,84.47,58.8,2,0,0,,,
466,11.76,84.28,61.1,2,0,0,,,
467,11.71,84.7,60.6,2,0,0,,,
468,11.67,84.95,58.8,2,0,0,,,
469,11.69,84.85,60.0,2,0,0,,,
470,11.68,84.91,62.2,2,0,0,,,
471,11.76,84.32,58.8,2,0,0,,,
472,11.7,84.78,58.8,3,0,0,,,
473,11.77,84.29,61.8,2,0,0,,,
474,11.58,85.62,58.8,3,1,1,0.515,MEDIUM,surfboard ahead
475,11.52,86.09,61.1,3,0,0,,,
476,11.74,84.44,56.7,3,0,0,,,
477,11.72,84.62,63.2,3,0,0,,,
478,11.73,84.56,56.2,3,0,0,,,
479,11.7,84.8,60.0,3,0,0,,,
480,11.77,84.3,60.0,3,0,0,,,
481,11.31,87.7,58.8,3,0,0,,,
482,11.69,84.79,56.3,3,1,0,,,
483,11.76,84.32,60.0,4,0,0,,,
484,11.73,84.55,56.3,3,0,0,,,
485,11.83,83.8,58.1,2,0,0,,,
486,11.52,86.09,60.0,2,0,0,,,
487,11.66,85.05,60.0,2,0,0,,,
488,11.72,84.61,60.0,2,0,0,,,
489,11.56,85.78,56.7,2,0,0,,,
490,11.78,84.19,58.8,3,0,0,,,
491,11.7,84.76,54.8,3,0,0,,,
492,11.78,84.17,62.2,3,0,0,,,
493,11.7,84.76,58.8,4,2,1,0.796,HIGH,Person very close on your right
494,11.37,87.2,56.3,3,0,0,,,
