frame,fps,latency_ms,cpu_percent,raw_messages,context_messages,decision_messages,priority_scores,priority_levels,final_messages
544,11.71,84.69,61.1,1,0,0,,,
545,11.69,84.89,58.8,1,0,0,,,
546,11.76,84.34,62.2,1,0,0,,,
547,11.74,84.54,59.4,2,0,0,,,
548,11.75,84.38,57.6,2,0,0,,,
549,11.78,84.25,60.0,1,0,0,,,
550,11.68,84.9,62.2,1,0,0,,,
551,11.85,83.76,59.4,1,0,0,,,
552,11.71,84.71,56.3,1,0,0,,,
553,11.46,86.59,58.8,1,0,0,,,
554,11.72,84.64,61.1,1,0,0,,,
555,11.76,84.36,59.4,1,0,0,,,
556,11.77,84.25,54.8,1,0,0,,,
557,11.8,84.11,60.0,1,0,0,,,
558,11.68,84.94,57.6,1,0,0,,,
559,11.73,84.62,58.1,1,0,0,,,
560,11.77,84.29,63.2,1,0,0,,,
561,11.75,84.44,57.6,1,0,0,,,
562,11.89,83.42,59.4,1,0,0,,,
563,11.73,84.58,53.3,1,0,0,,,
564,11.53,86.05,64.1,1,0,0,,,
565,11.67,85.01,60.0,1,0,0,,,
566,11.76,84.35,60.6,1,0,0,,,
567,11.74,84.58,56.3,1,0,0,,,
568,11.74,84.53,61.1,1,0,0,,,
569,11.74,84.54,58.8,1,0,0,,,
570,11.71,84.75,56.7,1,0,0,,,
571,11.65,85.21,64.1,1,0,0,,,
572,11.79,84.17,57.6,1,0,0,,,
573,11.76,84.37,57.6,1,0,0,,,
574,11.71,84.72,63.9,1,0,0,,,
575,11.74,84.55,54.8,1,0,0,,,
576,11.43,86.83,61.1,1,0,0,,,
577,11.72,84.7,61.1,1,0,0,,,
578,11.75,84.46,59.4,1,0,0,,,
579,11.76,84.37,58.8,1,0,0,,,
580,11.72,84.67,63.2,1,0,0,,,
581,11.81,84.03,56.7,1,0,0,,,
582,11.71,84.72,57.6,1,1,1,0.77,HIGH,Person very close ahead
583,11.81,84.01,58.8,1,0,0,,,
584,11.84,83.78,63.9,1,0,0,,,
585,11.72,84.65,56.3,1,0,0,,,
586,11.76,84.34,56.3,1,0,0,,,
587,11.53,86.12,63.9,1,0,0,,,
588,11.06,89.72,63.9,1,0,0,,,
589,11.76,84.45,58.8,1,0,0,,,
