timestamp,phase,scenario,run_id,frame,fps_instant,latency_ms,cpu_percent,detections_count,raw_messages,filtered_messages,decision_messages,mean_priority_score,final_messages,raw_decision_messages
1779397706.52,C3,P3_static_small_movement,1,193,13.89,72.02,71.9,2,2,0,0,0,,0
1779397706.608,C3,P3_static_small_movement,1,194,12.97,77.11,70.6,3,3,1,0,0,,0
1779397706.691,C3,P3_static_small_movement,1,195,13.94,71.75,67.7,2,2,0,0,0,,0
1779397706.775,C3,P3_static_small_movement,1,196,13.87,72.08,71.9,2,2,0,0,0,,0
1779397706.858,C3,P3_static_small_movement,1,197,13.89,71.99,69.0,2,2,0,0,0,,0
1779397706.941,C3,P3_static_small_movement,1,198,13.89,71.99,72.7,2,2,1,0,0,,1
1779397707.024,C3,P3_static_small_movement,1,199,13.91,71.87,72.2,2,2,0,0,0,,0
1779397707.107,C3,P3_static_small_movement,1,200,13.91,71.87,70.0,2,2,0,0,0,,0
1779397707.191,C3,P3_static_small_movement,1,201,13.89,72.02,72.7,2,2,0,0,0,,0
1779397707.275,C3,P3_static_small_movement,1,202,13.77,72.6,71.0,2,2,0,0,0,,0
1779397707.358,C3,P3_static_small_movement,1,203,13.82,72.35,68.8,2,2,0,0,0,,0
1779397707.441,C3,P3_static_small_movement,1,204,13.91,71.91,74.3,2,2,0,0,0,,0
1779397707.525,C3,P3_static_small_movement,1,205,13.76,72.65,73.5,2,2,0,0,0,,0
1779397707.611,C3,P3_static_small_movement,1,206,13.68,73.09,72.2,2,2,0,0,0,,0
1779397707.693,C3,P3_static_small_movement,1,207,14.03,71.26,69.7,2,2,0,0,0,,0
1779397707.776,C3,P3_static_small_movement,1,208,13.88,72.02,74.3,2,2,0,0,0,,0
1779397707.86,C3,P3_static_small_movement,1,209,13.75,72.7,71.0,3,3,1,0,0,,0
1779397707.943,C3,P3_static_small_movement,1,210,13.93,71.76,70.6,3,3,1,0,0,,1
1779397708.026,C3,P3_static_small_movement,1,211,13.98,71.52,72.7,3,3,0,0,0,,0
1779397708.11,C3,P3_static_small_movement,1,212,13.85,72.19,71.9,3,3,0,0,0,,0
1779397708.193,C3,P3_static_small_movement,1,213,13.9,71.95,74.3,4,4,1,0,0,,0
1779397708.276,C3,P3_static_small_movement,1,214,13.92,71.84,71.4,4,4,0,0,0,,0
1779397708.359,C3,P3_static_small_movement,1,215,13.95,71.7,69.7,3,3,0,0,0,,0
1779397708.442,C3,P3_static_small_movement,1,216,13.95,71.69,71.9,3,3,0,0,0,,0
1779397708.525,C3,P3_static_small_movement,1,217,13.97,71.6,73.5,4,4,1,0,0,,0
1779397708.61,C3,P3_static_small_movement,1,218,13.51,74.01,73.0,4,4,0,0,0,,0
1779397708.694,C3,P3_static_small_movement,1,219,13.84,72.26,71.4,4,4,1,0,0,,1
1779397708.778,C3,P3_static_small_movement,1,220,13.79,72.49,77.1,4,4,1,0,0,,1
1779397708.861,C3,P3_static_small_movement,1,221,13.89,71.99,72.2,3,3,0,0,0,,0
1779397708.944,C3,P3_static_small_movement,1,222,13.96,71.62,73.5,4,4,1,0,0,,0
1779397709.026,C3,P3_static_small_movement,1,223,14.11,70.86,67.7,4,4,0,0,0,,0
1779397709.109,C3,P3_static_small_movement,1,224,13.85,72.22,73.5,4,4,1,0,0,,0
1779397709.193,C3,P3_static_small_movement,1,225,13.92,71.84,74.3,3,3,0,0,0,,0
1779397709.276,C3,P3_static_small_movement,1,226,13.93,71.77,67.7,7,7,2,0,0,,0
1779397709.359,C3,P3_static_small_movement,1,227,13.87,72.11,67.7,5,5,0,0,0,,0
1779397709.443,C3,P3_static_small_movement,1,228,13.78,72.58,71.9,6,6,1,0,0,,0
1779397709.526,C3,P3_static_small_movement,1,229,13.84,72.24,71.0,6,6,1,0,0,,0
1779397709.611,C3,P3_static_small_movement,1,230,13.61,73.46,72.2,6,6,0,0,0,,0
1779397709.694,C3,P3_static_small_movement,1,231,13.95,71.68,69.7,7,7,2,0,0,,1
1779397709.778,C3,P3_static_small_movement,1,232,13.82,72.38,74.3,8,8,1,0,0,,0
1779397709.861,C3,P3_static_small_movement,1,233,13.87,72.07,73.5,8,8,1,0,0,,0
1779397709.944,C3,P3_static_small_movement,1,234,13.91,71.88,72.2,6,6,0,0,0,,0
1779397710.028,C3,P3_static_small_movement,1,235,13.86,72.16,72.7,8,8,1,0,0,,0
1779397710.112,C3,P3_static_small_movement,1,236,13.66,73.19,71.9,10,10,1,0,0,,0
1779397710.195,C3,P3_static_small_movement,1,237,13.84,72.24,71.9,9,9,2,0,0,,0
1779397710.278,C3,P3_static_small_movement,1,238,14.05,71.18,69.7,7,7,1,0,0,,0
1779397710.361,C3,P3_static_small_movement,1,239,13.85,72.2,74.3,8,8,0,0,0,,0
1779397710.445,C3,P3_static_small_movement,1,240,13.76,72.66,73.5,6,6,0,0,0,,0
1779397710.53,C3,P3_static_small_movement,1,241,13.67,73.17,73.5,6,6,0,0,0,,0
1779397710.639,C3,P3_static_small_movement,1,242,10.24,97.67,64.3,9,9,1,0,0,,0
1779397710.727,C3,P3_static_small_movement,1,243,13.08,76.45,64.5,9,9,0,0,0,,0
1779397710.811,C3,P3_static_small_movement,1,244,13.68,73.1,75.0,6,6,1,0,0,,0
1779397710.895,C3,P3_static_small_movement,1,245,13.76,72.69,70.6,5,5,1,0,0,,0
1779397710.978,C3,P3_static_small_movement,1,246,13.87,72.09,70.0,6,6,2,0,0,,0
1779397711.062,C3,P3_static_small_movement,1,247,13.83,72.3,72.2,6,6,0,0,0,,0
1779397711.146,C3,P3_static_small_movement,1,248,13.72,72.9,75.8,7,7,2,0,0,,1
1779397711.229,C3,P3_static_small_movement,1,249,13.94,71.74,71.4,8,8,0,0,0,,0
1779397711.312,C3,P3_static_small_movement,1,250,13.91,71.89,73.5,8,8,0,0,0,,0
1779397711.396,C3,P3_static_small_movement,1,251,13.87,72.08,66.7,5,5,1,0,0,,0
1779397711.479,C3,P3_static_small_movement,1,252,13.81,72.43,75.0,5,5,0,0,0,,0
1779397711.562,C3,P3_static_small_movement,1,253,13.94,71.71,69.7,6,6,0,0,0,,0
1779397711.648,C3,P3_static_small_movement,1,254,13.37,74.77,71.4,7,7,1,0,0,,0
1779397711.732,C3,P3_static_small_movement,1,255,13.81,72.42,70.0,8,8,2,0,0,,0
1779397711.816,C3,P3_static_small_movement,1,256,13.75,72.71,73.5,7,7,2,0,0,,1
1779397711.899,C3,P3_static_small_movement,1,257,13.92,71.83,70.0,4,4,0,0,0,,0
1779397711.982,C3,P3_static_small_movement,1,258,13.88,72.03,68.8,6,6,0,0,0,,0
1779397712.066,C3,P3_static_small_movement,1,259,13.87,72.12,73.5,4,4,0,0,0,,0
1779397712.15,C3,P3_static_small_movement,1,260,13.69,73.02,76.5,7,7,0,0,0,,0
1779397712.233,C3,P3_static_small_movement,1,261,13.87,72.08,73.5,6,6,0,0,0,,0
1779397712.317,C3,P3_static_small_movement,1,262,13.78,72.55,72.7,4,4,0,0,0,,0
1779397712.4,C3,P3_static_small_movement,1,263,13.82,72.35,73.5,6,6,0,0,0,,0
1779397712.485,C3,P3_static_small_movement,1,264,13.73,72.85,75.0,5,5,0,0,0,,0
1779397712.568,C3,P3_static_small_movement,1,265,13.81,72.41,71.9,5,5,0,0,0,,0
1779397712.653,C3,P3_static_small_movement,1,266,13.67,73.14,71.0,5,5,1,0,0,,0
1779397712.736,C3,P3_static_small_movement,1,267,13.88,72.04,71.9,4,4,0,0,0,,0
1779397712.819,C3,P3_static_small_movement,1,268,13.79,72.49,75.0,5,5,2,0,0,,0
1779397712.902,C3,P3_static_small_movement,1,269,13.94,71.71,72.7,5,5,1,0,0,,0
1779397712.986,C3,P3_static_small_movement,1,270,13.9,71.95,73.5,4,4,1,0,0,,0
1779397713.069,C3,P3_static_small_movement,1,271,13.98,71.54,71.4,7,7,2,0,0,,0
1779397713.152,C3,P3_static_small_movement,1,272,13.91,71.88,75.0,4,4,0,0,0,,0
1779397713.235,C3,P3_static_small_movement,1,273,13.91,71.89,73.5,6,6,1,0,0,,0
1779397713.316,C3,P3_static_small_movement,1,274,14.24,70.23,64.3,5,5,0,0,0,,0
1779397713.399,C3,P3_static_small_movement,1,275,13.93,71.77,67.7,5,5,0,0,0,,0
