frame,fps,latency_ms,cpu_percent,detections,raw_messages,context_messages,decision_messages,audio_spoken,final_messages
1639,11.49,86.04,63.2,1,1,0,0,7,
1640,11.5,86.22,62.2,1,1,0,0,7,
1641,11.52,86.16,57.6,1,1,0,0,7,
1642,10.91,90.76,66.7,1,1,0,0,7,
1643,11.5,85.88,57.6,1,1,0,0,7,
1644,11.33,87.47,60.0,1,1,0,0,7,
1645,11.42,86.79,60.0,1,1,0,0,7,
1646,11.56,85.66,58.8,1,1,0,0,7,
1647,11.62,85.14,61.1,1,1,0,0,7,
1648,11.39,86.98,57.6,1,1,0,0,7,
1649,11.55,85.75,60.0,1,1,0,0,7,
1650,11.51,86.06,60.0,1,1,0,0,7,
1651,9.28,106.84,72.1,1,1,0,0,7,
1652,11.6,85.45,61.1,1,1,0,0,7,
1653,11.44,86.68,60.6,1,1,0,0,8,
1654,11.7,84.61,58.8,1,1,0,0,8,
1655,11.35,87.1,63.2,1,1,0,0,8,
1656,11.69,84.71,61.1,1,1,0,0,8,
1657,11.64,85.16,61.1,1,1,0,0,8,
1658,11.77,84.18,62.9,1,1,0,0,8,
1659,11.61,85.12,60.0,1,1,0,0,8,
1660,11.67,84.86,60.0,1,1,0,0,8,
1661,11.65,85.09,61.1,1,1,0,0,8,
1662,11.76,84.2,57.6,1,1,0,0,8,
1663,11.53,85.78,60.0,1,1,0,0,8,
1664,11.64,85.13,61.1,1,1,0,0,8,
1665,11.59,85.57,58.8,1,1,0,0,8,
1666,11.64,85.11,64.9,1,1,0,0,8,
1667,11.35,87.06,58.3,1,1,0,0,8,
1668,11.64,85.09,54.8,1,1,0,0,8,
1669,11.68,84.84,62.9,1,1,0,0,8,
1670,11.72,84.52,54.8,1,1,0,0,8,
1671,11.68,84.63,62.2,1,1,0,0,8,
1672,11.61,85.24,58.8,1,1,0,0,8,
1673,11.61,85.35,63.2,1,1,0,0,8,
1674,11.64,85.09,54.8,1,1,0,0,8,
1675,11.62,85.09,58.8,1,1,0,0,8,
1676,11.67,84.91,60.6,1,1,0,0,8,
1677,11.66,85.1,60.0,1,1,0,0,8,
1678,11.45,86.48,62.2,1,1,0,0,8,
1679,11.57,85.43,56.3,1,1,0,0,8,
1680,11.62,85.26,58.8,1,1,0,0,8,
1681,11.64,85.17,62.2,1,1,0,0,8,
1682,11.64,85.08,58.8,1,1,0,0,8,
1683,11.7,84.48,63.2,1,1,0,0,8,
1684,11.67,84.89,60.6,1,1,0,0,8,
1685,11.65,85.09,61.1,1,1,0,0,8,
1686,11.6,85.36,58.8,1,1,0,0,8,
1687,11.71,84.2,61.1,1,1,0,0,8,
1688,11.83,83.68,60.0,1,1,0,0,8,
1689,11.7,84.81,56.7,1,1,0,0,8,
1690,11.48,86.29,62.2,1,1,0,0,8,
1691,11.61,85.11,61.1,1,1,0,0,8,
1692,11.65,84.93,57.6,1,1,0,0,8,
1693,11.68,84.88,61.1,1,1,0,0,8,
1694,11.63,85.09,58.8,1,1,0,0,8,
1695,11.68,84.62,61.1,1,1,0,0,8,
1696,11.64,85.08,61.8,1,1,0,0,8,
1697,11.67,84.91,63.2,1,1,0,0,8,
1698,11.65,85.01,58.8,1,1,0,0,8,
1699,11.5,86.02,62.2,1,1,0,0,8,
1700,11.25,87.75,67.6,1,1,0,0,8,
1701,11.49,86.36,63.2,1,1,0,0,8,
1702,11.4,86.67,60.0,1,1,0,0,8,
1703,11.61,85.1,58.8,1,1,0,0,8,
1704,11.6,85.37,56.3,1,1,0,0,8,
1705,11.69,84.79,61.8,1,1,0,0,8,
1706,11.64,85.06,60.0,1,1,0,0,8,
1707,11.68,84.63,62.2,1,1,0,0,8,
1708,11.73,84.42,58.8,1,1,0,0,8,
1709,11.54,85.87,62.2,1,1,0,0,8,
1710,11.49,86.28,60.0,1,1,0,0,8,
1711,11.51,85.9,60.6,1,1,0,0,8,
1712,11.67,84.87,60.0,1,1,0,0,8,
1713,11.53,86.05,58.8,1,1,0,0,8,
1714,11.64,85.09,56.3,1,1,0,0,8,
1715,11.62,85.05,62.2,1,1,0,0,8,
1716,11.68,84.78,57.6,1,1,0,0,8,
1717,11.73,84.44,61.1,1,1,0,0,8,
1718,11.67,84.81,58.8,1,1,0,0,8,
1719,11.53,85.68,62.2,1,1,0,0,8,
1720,11.77,84.15,54.8,1,1,0,0,8,
1721,11.64,85.1,62.2,1,1,0,0,8,
1722,11.65,85.04,58.8,1,1,0,0,8,
1723,11.67,84.73,60.0,1,1,0,0,8,
1724,11.63,85.15,58.8,1,1,0,0,8,
1725,11.49,86.3,63.2,1,1,0,0,8,
1726,11.67,84.86,54.8,1,1,0,0,8,
1727,11.51,85.87,60.0,1,1,0,0,8,
1728,11.69,84.72,62.9,1,1,0,0,8,
1729,11.7,84.72,61.1,1,1,0,0,8,
1730,11.72,84.48,53.3,1,1,0,0,8,
1731,11.63,85.02,60.0,1,1,0,0,8,
1732,11.73,84.42,53.3,1,1,0,0,8,
1733,11.68,84.81,61.1,1,1,0,0,8,
1734,11.67,84.84,57.6,1,1,0,0,8,
1735,11.64,84.96,61.1,1,1,0,0,8,
1736,11.59,85.45,57.6,1,1,0,0,8,
1737,11.42,86.86,61.1,1,1,0,0,8,
1738,11.67,84.91,61.1,1,1,0,0,8,
1739,11.85,83.42,56.3,1,1,0,0,8,
1740,11.7,84.71,60.6,1,1,1,1,8,Person very close ahead
1741,11.82,83.87,60.0,1,1,0,0,8,
1742,11.74,84.35,57.6,1,1,0,0,8,
1743,11.72,84.3,58.8,1,1,0,0,8,
1744,11.77,84.13,62.2,1,1,0,0,8,
1745,11.68,84.68,57.6,1,1,0,0,8,
1746,11.75,84.28,62.2,1,1,0,0,8,
1747,11.66,84.78,57.6,1,1,0,0,8,
1748,11.44,86.6,56.3,1,1,0,0,8,
1749,11.79,84.07,57.6,1,1,0,0,8,
1750,11.73,84.47,61.8,1,1,0,0,8,
1751,11.72,84.35,58.8,1,1,0,0,8,
1752,11.72,84.52,56.2,1,1,0,0,8,
1753,11.8,84.03,62.2,1,1,0,0,8,
1754,11.73,84.4,58.8,1,1,0,0,8,
1755,11.72,84.33,54.8,1,1,0,0,8,
1756,11.72,84.5,63.2,1,1,0,0,8,
1757,11.72,84.52,58.8,1,1,0,0,8,
1758,11.04,89.71,66.7,1,1,0,0,8,
1759,11.7,84.47,58.8,1,1,0,0,8,
1760,11.58,85.53,61.1,1,1,0,0,8,
1761,11.68,84.95,57.6,1,1,0,0,8,
1762,11.77,84.14,64.1,1,1,0,0,8,
1763,11.71,84.37,58.8,1,1,0,0,8,
1764,11.86,83.65,56.3,1,1,0,0,8,
1765,11.8,84.1,59.4,1,1,0,0,8,
1766,11.74,84.48,62.2,1,1,0,0,8,
