frame,fps,latency_ms,cpu_percent,detections,raw_messages,context_messages,decision_messages,audio_spoken,final_messages
552,11.79,84.04,57.6,1,1,0,0,3,
553,11.77,84.18,57.6,1,1,0,0,3,
554,11.73,84.45,60.0,1,1,0,0,3,
555,11.61,85.32,62.9,1,1,0,0,3,
556,11.57,85.45,61.1,1,1,0,0,3,
557,11.74,84.41,57.6,1,1,0,0,3,
558,11.72,84.47,58.8,1,1,0,0,3,
559,11.74,84.43,58.8,1,1,0,0,3,
560,11.78,83.85,57.6,1,1,0,0,3,
561,11.74,84.5,60.0,1,1,0,0,3,
562,11.86,83.48,63.9,1,1,0,0,3,
563,11.73,84.45,58.8,1,1,0,0,3,
564,11.76,83.99,57.6,1,1,0,0,3,
565,11.75,84.33,64.1,1,1,0,0,3,
566,11.68,84.77,57.6,1,1,0,0,3,
567,11.67,84.91,61.1,1,1,0,0,3,
568,11.55,85.48,57.6,1,1,0,0,3,
569,11.78,84.13,62.2,1,1,0,0,3,
570,11.66,84.96,61.1,1,1,0,0,3,
571,11.7,84.65,61.1,1,1,0,0,3,
572,11.72,84.33,56.3,1,1,0,0,3,
573,11.73,84.54,54.8,1,1,0,0,3,
574,11.73,84.44,62.2,1,1,0,0,3,
575,11.7,84.68,58.8,1,1,0,0,3,
576,11.7,84.41,61.1,1,1,0,0,3,
577,11.73,84.52,56.3,1,1,0,0,3,
578,11.72,84.5,57.6,1,1,0,0,3,
579,11.77,84.18,60.0,1,1,0,0,3,
580,11.52,85.78,61.1,1,1,1,1,3,Person very close ahead
581,11.7,84.68,63.9,1,1,0,0,3,
582,11.72,84.49,60.0,1,1,0,0,3,
583,11.71,84.63,61.1,1,1,0,0,3,
584,11.77,83.97,57.6,1,1,0,0,3,
585,11.74,84.49,58.8,1,1,0,0,3,
586,11.72,84.5,57.6,1,1,0,0,3,
587,11.77,84.18,57.6,1,1,0,0,3,
588,11.89,83.02,54.8,1,1,0,0,3,
589,11.83,83.76,57.6,1,1,0,0,3,
590,11.72,84.54,61.8,1,1,0,0,3,
591,11.71,84.61,60.0,1,1,0,0,3,
592,11.54,85.61,61.1,1,1,0,0,3,
593,11.77,84.19,57.6,1,1,0,0,3,
594,11.78,84.02,57.6,1,1,0,0,3,
595,11.81,83.92,61.1,1,1,0,0,3,
596,11.8,83.73,61.1,1,1,0,0,3,
597,11.79,84.13,56.3,1,1,0,0,3,
598,11.72,84.5,57.6,1,1,0,0,3,
599,11.76,84.28,63.9,1,1,0,0,3,
600,11.75,84.06,57.6,1,1,0,0,3,
601,10.07,98.55,59.5,1,1,0,0,3,
602,11.74,84.25,58.8,1,1,0,0,3,
603,11.65,85.07,57.6,1,1,0,0,3,
604,11.69,84.59,57.6,1,1,0,0,3,
605,11.82,83.85,57.6,1,1,0,0,3,
606,11.76,84.24,62.2,1,1,0,0,3,
607,11.82,83.77,57.6,1,1,0,0,3,
608,11.76,84.11,56.3,1,1,0,0,3,
609,11.82,83.77,60.0,1,1,0,0,3,
610,11.83,83.63,64.9,1,1,0,0,3,
611,11.79,83.9,56.3,1,1,0,0,3,
612,11.7,84.55,56.3,1,1,0,0,3,
613,11.54,85.87,62.2,1,1,0,0,3,
614,11.84,83.66,56.7,1,1,0,0,3,
615,11.48,86.24,61.1,1,1,0,0,3,
616,11.71,84.52,60.0,1,1,0,0,3,
617,11.79,83.99,58.8,1,1,0,0,3,
618,11.77,84.07,57.6,1,1,0,0,3,
619,11.76,84.2,54.8,1,1,0,0,3,
620,11.82,83.79,61.1,1,1,0,0,3,
621,11.76,84.17,57.6,1,1,0,0,3,
622,11.72,84.43,54.8,1,1,0,0,3,
623,11.82,83.75,60.6,1,1,0,0,3,
624,11.78,83.93,58.8,1,1,0,0,3,
625,11.69,84.61,58.8,1,1,0,0,3,
626,11.67,84.79,62.2,1,1,0,0,3,
627,11.67,84.71,57.6,1,1,0,0,3,
628,11.75,84.18,58.8,1,1,0,0,3,
629,11.75,84.2,54.8,1,1,0,0,3,
630,11.72,84.38,56.3,1,1,0,0,3,
631,11.71,84.47,63.2,1,1,0,0,3,
632,11.77,84.02,58.8,1,1,0,0,3,
633,11.72,84.47,54.8,1,1,0,0,3,
634,11.71,84.47,62.2,1,1,0,0,3,
635,11.79,83.96,57.6,1,1,0,0,3,
636,11.81,83.73,57.6,1,1,0,0,3,
637,11.78,83.96,57.6,1,1,0,0,3,
638,11.61,85.19,60.0,1,1,0,0,3,
639,11.9,83.14,57.6,1,1,0,0,3,
640,11.76,84.1,61.1,1,1,0,0,3,
641,11.76,84.08,61.1,1,1,0,0,3,
642,11.83,83.71,57.6,1,1,0,0,3,
643,11.84,83.66,58.1,1,1,0,0,3,
644,11.77,84.19,58.8,1,1,0,0,3,
645,11.71,84.72,61.1,1,1,0,0,3,
646,11.71,84.57,58.8,1,1,0,0,3,
647,11.81,83.92,58.8,1,1,0,0,3,
648,11.83,83.76,62.2,1,1,0,0,3,
649,11.84,83.7,58.8,1,1,0,0,3,
650,11.62,85.2,58.8,1,1,0,0,3,
651,11.81,83.92,61.1,1,1,0,0,3,
652,11.85,83.62,57.6,1,1,0,0,3,
653,11.89,83.35,60.6,1,1,0,0,3,
654,11.77,84.11,58.8,1,1,0,0,3,
655,11.81,83.91,57.6,1,1,0,0,3,
656,11.84,83.72,60.0,1,1,0,0,3,
657,11.78,84.18,60.0,1,1,0,0,3,
658,11.74,84.35,58.8,1,1,0,0,3,
659,11.6,85.43,61.1,1,1,0,0,3,
660,10.89,90.97,61.1,1,1,0,0,3,
661,11.75,83.94,60.0,1,1,0,0,3,
662,11.5,86.19,61.1,1,1,0,0,3,
663,11.83,83.76,58.1,1,1,0,0,3,
664,11.89,83.3,57.6,1,1,0,0,3,
665,11.79,84.04,63.2,1,1,0,0,3,
666,11.8,83.94,60.0,1,1,0,0,3,
667,11.75,84.35,60.0,1,1,0,0,3,
668,11.72,84.52,54.8,1,1,0,0,3,
669,11.78,84.22,64.9,1,1,0,0,3,
670,11.72,84.53,56.3,1,1,0,0,3,
671,11.51,86.13,58.8,1,1,0,0,3,
672,11.7,84.73,58.8,1,1,0,0,3,
673,11.6,85.46,62.2,1,1,0,0,3,
674,11.72,84.53,56.3,1,1,0,0,3,
675,11.76,84.29,62.2,1,1,0,0,3,
676,11.72,84.47,56.3,1,1,0,0,3,
677,11.76,84.27,58.1,1,1,0,0,3,
678,11.77,84.04,63.2,1,1,0,0,3,
679,11.75,84.27,57.6,1,1,0,0,3,
680,11.75,84.21,56.3,1,1,0,0,3,
681,11.68,84.73,63.2,1,1,0,0,3,
682,11.75,84.19,56.3,1,1,0,0,3,
683,11.79,83.99,58.8,1,1,0,0,3,
684,11.74,84.27,61.1,1,1,0,0,3,
685,11.6,85.28,58.8,1,1,0,0,3,
686,11.74,84.23,61.1,1,1,0,0,3,
687,11.75,84.21,56.3,1,1,0,0,3,
688,11.74,84.24,56.7,1,1,0,0,3,
689,11.77,84.09,61.1,1,1,0,0,3,
690,11.91,83.08,61.1,1,1,0,0,3,
691,11.76,84.13,57.6,1,1,0,0,3,
692,11.75,84.2,57.6,1,1,0,0,3,
693,11.76,84.15,57.6,1,1,0,0,3,
694,11.8,83.83,58.8,1,1,0,0,3,
695,11.72,84.44,58.8,1,1,0,0,3,
696,11.55,85.65,61.8,1,1,0,0,3,
697,11.52,85.87,61.1,1,1,1,1,3,Person very close ahead
698,7.82,126.75,72.0,1,1,0,0,3,
699,11.17,88.42,55.9,1,1,0,0,3,
700,11.34,87.27,62.2,1,1,0,0,3,
701,11.39,86.97,61.5,1,1,0,0,3,
702,11.37,87.08,58.8,1,1,0,0,3,
703,11.35,87.23,57.1,1,1,0,0,3,
704,11.44,86.53,58.8,1,1,0,0,3,
705,11.25,87.01,58.3,1,1,0,0,3,
706,11.51,85.81,60.6,1,1,0,0,3,
707,11.34,86.83,57.1,1,1,0,0,3,
708,11.22,88.19,59.5,1,1,0,0,3,
709,11.54,85.9,54.8,1,1,0,0,3,
710,11.36,87.0,60.0,1,1,0,0,3,
711,11.52,85.9,56.3,1,1,0,0,3,
712,11.5,86.17,63.2,1,1,0,0,3,
713,11.46,86.55,63.2,1,1,0,0,3,
714,11.47,86.02,57.1,1,1,0,0,3,
715,11.43,86.79,57.6,1,1,0,0,3,
716,11.51,86.05,57.6,1,1,0,0,3,
717,9.32,106.38,61.0,1,1,0,0,3,
718,11.44,86.44,57.6,1,1,0,0,3,
719,11.24,87.96,57.1,1,1,0,0,3,
720,11.44,86.35,58.8,1,1,0,0,3,
721,11.47,86.45,58.8,1,1,0,0,3,
722,10.94,90.28,62.2,1,1,0,0,3,
723,9.63,102.59,68.3,1,1,0,0,3,
724,11.57,85.56,57.6,1,1,0,0,3,
725,11.58,85.42,57.1,1,1,0,0,4,
726,11.4,86.68,56.3,1,1,0,0,4,
727,11.51,85.78,60.0,1,1,0,0,4,
728,11.32,87.48,58.8,1,1,0,0,4,
729,11.57,85.7,60.0,1,1,0,0,4,
730,11.33,86.84,57.1,1,1,0,0,4,
731,11.39,86.96,61.1,1,1,0,0,4,
732,11.55,85.67,61.1,1,1,0,0,4,
733,11.59,85.35,62.2,1,1,0,0,4,
734,11.38,86.66,56.2,1,1,0,0,4,
735,11.54,85.92,58.8,1,1,0,0,4,
736,11.51,85.86,55.9,1,1,0,0,4,
737,11.6,85.43,60.0,1,1,0,0,4,
738,11.56,85.33,57.6,1,1,0,0,4,
739,11.6,85.48,58.8,1,1,0,0,4,
740,11.6,85.29,56.3,1,1,0,0,4,
741,9.98,99.31,57.5,1,1,0,0,4,
742,11.42,86.15,55.9,1,1,0,0,4,
743,11.48,86.19,57.6,1,1,0,0,4,
744,11.55,85.72,57.6,1,1,0,0,4,
745,11.23,87.93,57.1,1,1,0,0,4,
746,11.56,85.66,57.6,1,1,0,0,4,
747,11.36,86.88,54.5,1,1,0,0,4,
748,11.45,86.52,62.2,1,1,0,0,4,
749,11.51,85.99,61.1,1,1,0,0,4,
750,11.38,86.51,59.5,1,1,0,0,4,
751,11.39,86.45,61.5,1,1,0,0,4,
752,11.47,86.27,54.8,1,1,0,0,4,
753,11.43,86.63,56.3,1,1,0,0,4,
754,11.46,85.87,58.8,1,1,0,0,4,
755,11.55,85.72,57.1,1,1,0,0,4,
756,11.51,85.98,57.6,1,1,0,0,4,
757,11.49,86.09,61.1,1,1,0,0,4,
758,11.4,86.32,59.5,1,1,0,0,4,
759,11.48,86.24,57.6,1,1,0,0,4,
760,11.48,86.2,57.6,1,1,0,0,4,
761,11.57,85.48,54.5,1,1,0,0,4,
762,11.43,86.2,57.6,1,1,0,0,4,
763,11.52,86.1,61.1,1,1,0,0,4,
764,11.3,87.66,57.1,1,1,0,0,4,
765,11.48,86.41,61.1,1,1,0,0,4,
766,11.61,85.17,57.6,1,1,0,0,4,
767,11.55,85.68,61.1,1,1,0,0,4,
768,11.55,85.7,64.1,1,1,0,0,4,
769,11.57,85.62,56.3,1,1,0,0,4,
770,11.53,85.71,58.3,1,1,0,0,4,
771,11.56,85.61,60.0,1,1,0,0,4,
772,11.52,86.0,60.0,1,1,0,0,4,
773,11.61,85.36,54.8,1,1,0,0,4,
774,11.04,89.41,67.6,1,1,0,0,4,
775,11.51,85.98,60.5,1,1,0,0,4,
776,11.38,86.99,62.2,1,1,0,0,4,
777,11.6,85.25,54.8,1,1,0,0,4,
778,11.49,85.93,58.8,1,1,0,0,4,
779,11.49,86.08,55.9,1,1,0,0,4,
780,10.26,96.56,56.8,1,1,0,0,4,
781,11.75,84.17,58.8,1,1,0,0,4,
782,11.7,84.52,58.8,1,1,0,0,4,
783,11.68,84.75,55.9,1,1,0,0,4,
784,11.69,84.59,54.8,1,1,0,0,4,
785,11.43,86.62,62.2,1,1,0,0,4,
786,11.71,84.09,64.1,1,1,0,0,4,
787,11.48,86.35,58.8,1,1,0,0,4,
788,11.74,84.34,60.0,1,1,0,0,4,
789,11.82,83.91,56.3,1,1,0,0,4,
790,11.75,84.06,57.6,1,1,0,0,4,
791,11.8,83.97,62.2,1,1,0,0,4,
792,11.98,82.66,61.1,1,1,0,0,4,
793,11.82,83.7,58.1,1,1,0,0,4,
794,11.75,84.06,54.5,1,1,0,0,4,
795,11.83,83.74,60.6,1,1,0,0,4,
796,11.88,83.26,60.0,1,1,0,0,4,
797,11.82,83.88,58.8,1,1,0,0,4,
798,11.81,83.76,56.3,1,1,0,0,4,
799,11.51,85.88,60.0,1,1,0,0,4,
800,11.83,83.66,56.2,1,1,0,0,4,
801,11.83,83.81,57.6,1,1,0,0,4,
802,11.78,84.0,56.3,1,1,0,0,4,
803,11.78,83.93,60.0,1,1,0,0,4,
804,11.79,84.05,56.3,1,1,0,0,4,
805,11.8,83.97,56.3,1,1,0,0,4,
806,11.82,83.55,56.3,1,1,0,0,4,
807,11.69,84.57,62.2,1,1,0,0,4,
808,11.74,84.39,57.6,1,1,0,0,4,
809,11.75,84.32,56.3,1,1,0,0,4,
810,11.69,84.69,60.0,1,1,0,0,4,
811,11.59,85.36,57.6,1,1,1,1,4,Person very close ahead
812,11.87,83.35,62.2,1,1,0,0,4,
813,11.9,83.36,60.0,1,1,0,0,4,
814,11.85,83.45,57.6,1,1,0,0,4,
815,11.85,83.57,58.1,1,1,0,0,4,
816,11.81,83.86,56.3,1,1,0,0,4,
817,11.74,84.3,60.0,1,1,0,0,4,
818,11.81,83.26,55.9,1,1,0,0,4,
819,11.82,83.78,60.6,1,1,0,0,4,
820,11.86,83.36,56.3,1,1,0,0,4,
821,11.9,83.3,57.6,1,1,0,0,4,
822,11.62,84.89,54.8,1,1,0,0,4,
823,11.9,83.16,56.3,1,1,0,0,4,
824,11.78,84.04,57.6,1,1,0,0,4,
825,11.91,83.1,60.0,1,1,0,0,4,
826,11.79,83.75,57.6,1,1,0,0,4,
827,11.8,83.82,61.1,1,1,0,0,4,
828,11.8,83.77,57.6,1,1,0,0,4,
829,11.84,83.57,57.6,1,1,0,0,4,
830,11.86,83.26,56.3,1,1,0,0,4,
831,11.83,83.76,58.8,1,1,0,0,4,
832,10.2,97.17,64.3,1,1,0,0,4,
833,11.83,83.58,57.6,1,1,0,0,4,
834,11.57,85.59,56.3,1,1,0,0,4,
835,11.81,83.88,58.8,1,1,0,0,4,
836,11.87,83.43,56.3,1,1,0,0,4,
837,11.71,83.84,63.2,1,1,0,0,4,
838,11.78,83.66,58.8,1,1,0,0,4,
839,11.89,83.37,56.7,1,1,0,0,4,
840,11.85,83.54,56.3,1,1,0,0,4,
841,11.83,83.41,58.8,1,1,0,0,4,
842,11.85,83.62,57.6,1,1,0,0,4,
843,11.94,82.98,62.2,1,1,0,0,4,
844,11.56,85.68,61.8,1,1,0,0,4,
845,11.78,83.8,61.1,1,1,0,0,4,
846,11.69,84.63,60.0,1,1,0,0,4,
847,11.8,83.91,56.3,1,1,0,0,4,
848,11.83,83.67,57.6,1,1,0,0,4,
849,11.6,84.3,57.1,1,1,0,0,4,
850,11.86,83.45,59.4,1,1,0,0,4,
851,11.73,84.4,56.3,1,1,0,0,4,
852,11.81,83.76,61.1,1,1,0,0,4,
853,11.74,83.97,58.3,1,1,0,0,4,
854,11.8,83.9,58.1,1,1,0,0,4,
855,11.82,83.58,60.0,1,1,0,0,4,
856,11.76,84.36,61.1,1,1,0,0,4,
857,11.52,86.01,58.8,1,1,0,0,4,
858,11.77,83.78,58.8,1,1,0,0,4,
859,11.73,84.35,57.6,1,1,0,0,4,
860,11.82,83.69,60.0,1,1,0,0,4,
861,11.8,83.89,62.2,1,1,0,0,4,
862,11.74,83.82,58.8,1,1,0,0,4,
863,11.84,83.59,57.6,1,1,0,0,4,
864,11.73,84.35,62.2,1,1,0,0,4,
865,11.87,83.34,61.1,1,1,0,0,4,
866,11.7,84.16,57.6,1,1,0,0,4,
867,11.83,83.79,57.6,1,1,0,0,4,
868,11.77,84.14,58.8,1,1,0,0,4,
869,11.69,84.83,61.1,1,1,0,0,4,
870,11.71,84.29,54.8,1,1,0,0,4,
871,11.88,83.34,58.8,1,1,0,0,4,
872,11.75,84.16,58.8,1,1,0,0,4,
873,11.81,84.0,57.6,1,1,0,0,4,
874,11.84,83.39,56.3,1,1,0,0,4,
875,11.8,83.78,60.0,1,1,0,0,4,
876,11.78,84.05,61.1,1,1,0,0,4,
877,11.81,83.94,58.8,1,1,0,0,4,
878,11.82,83.61,57.6,1,1,0,0,4,
879,11.78,83.98,60.0,1,1,0,0,4,
880,11.83,83.72,63.9,1,1,0,0,4,
881,11.59,85.55,57.1,1,1,0,0,4,
882,11.75,83.98,61.1,1,1,0,0,4,
883,11.77,84.19,57.6,1,1,0,0,4,
884,11.81,83.86,57.6,1,1,0,0,4,
885,11.78,83.75,58.8,1,1,0,0,4,
886,11.82,83.89,63.9,1,1,0,0,4,
887,11.81,83.79,56.3,1,1,0,0,4,
888,11.78,84.07,58.8,1,1,0,0,4,
889,11.83,83.73,56.3,1,1,0,0,4,
890,11.42,86.42,59.5,1,1,0,0,4,
891,10.85,91.28,61.1,1,1,0,0,4,
892,11.72,84.48,62.2,1,1,0,0,4,
893,11.58,85.63,57.6,1,1,0,0,4,
894,11.77,83.76,58.8,1,1,0,0,4,
895,11.84,83.59,58.8,1,1,0,0,4,
896,11.77,84.17,58.1,1,1,0,0,4,
897,11.77,84.19,61.1,1,1,0,0,4,
898,11.64,84.64,58.8,1,1,0,0,4,
899,11.72,84.49,57.6,1,1,0,0,4,
900,11.79,84.0,63.2,1,1,0,0,4,
901,11.72,84.47,57.6,1,1,0,0,4,
902,11.51,85.64,58.8,1,1,0,0,4,
903,11.75,84.28,61.8,1,1,0,0,4,
904,11.6,85.36,60.0,1,1,0,0,4,
905,11.74,84.37,57.6,1,1,0,0,4,
906,11.68,84.37,62.2,1,1,0,0,4,
907,11.76,84.22,57.6,1,1,0,0,4,
908,11.78,84.05,58.8,1,1,0,0,4,
909,11.74,84.42,60.0,1,1,0,0,4,
910,11.71,84.14,57.6,1,1,0,0,4,
911,11.78,84.14,56.2,1,1,0,0,4,
912,11.72,84.37,61.8,1,1,0,0,4,
913,11.75,84.27,58.8,1,1,0,0,4,
914,11.71,84.15,54.8,1,1,0,0,4,
915,11.72,84.5,61.1,1,1,0,0,4,
916,11.54,85.77,56.3,1,1,0,0,4,
917,11.77,84.16,63.2,1,1,0,0,4,
918,11.77,83.97,54.8,1,1,0,0,4,
919,11.79,84.04,54.8,1,1,0,0,4,
920,11.74,84.32,58.8,1,1,0,0,4,
921,11.57,85.14,60.0,1,1,0,0,4,
922,11.61,85.05,62.2,1,1,0,0,4,
923,11.62,85.03,54.8,1,1,0,0,4,
924,11.69,84.77,61.1,1,1,0,0,4,
925,11.68,84.89,57.6,1,1,0,0,4,
926,11.66,84.66,60.0,1,1,0,0,4,
927,11.64,84.89,53.3,1,1,0,0,4,
928,11.57,85.62,61.1,1,1,0,0,4,
929,11.7,84.69,57.6,1,1,1,1,4,Person very close ahead
930,6.94,142.78,63.8,1,1,0,0,4,
931,11.25,88.01,58.8,1,1,0,0,4,
932,11.21,88.27,60.5,1,1,0,0,4,
933,11.3,87.64,55.9,1,1,0,0,4,
934,11.2,88.09,58.8,1,1,0,0,4,
935,11.19,88.34,59.5,1,1,0,0,4,
936,11.28,87.87,55.9,1,1,0,0,4,
937,11.26,88.04,58.8,1,1,0,0,4,
938,10.96,90.22,57.9,1,1,0,0,4,
939,11.22,88.39,60.0,1,1,0,0,4,
940,11.27,87.6,58.3,1,1,0,0,4,
941,11.2,88.48,55.9,1,1,0,0,4,
942,11.31,87.46,56.3,1,1,0,0,4,
943,11.43,86.7,54.5,1,1,0,0,4,
944,11.37,87.05,57.6,1,1,0,0,4,
945,11.29,87.0,62.2,1,1,0,0,4,
946,11.36,87.14,60.5,1,1,0,0,4,
947,10.47,94.73,65.9,1,1,0,0,4,
948,11.49,86.14,60.0,1,1,0,0,4,
949,11.28,87.58,58.8,1,1,0,0,4,
950,11.39,86.91,62.2,1,1,0,0,4,
951,11.47,86.43,57.6,1,1,0,0,4,
952,11.48,86.33,55.9,1,1,0,0,4,
953,11.43,86.48,56.3,1,1,0,0,4,
954,9.92,99.98,70.7,1,1,0,0,4,
955,9.49,104.57,56.4,1,1,0,0,4,
956,11.6,85.42,61.5,1,1,0,0,4,
957,11.47,85.64,60.0,1,1,0,0,5,
958,11.62,85.27,58.8,1,1,0,0,5,
959,11.38,87.04,61.1,1,1,0,0,5,
960,11.41,86.84,60.0,1,1,0,0,5,
961,11.53,85.51,58.8,1,1,0,0,5,
962,11.62,85.24,62.2,1,1,0,0,5,
963,11.53,85.88,55.9,1,1,0,0,5,
964,11.62,85.2,58.8,1,1,0,0,5,
965,11.57,85.45,54.8,1,1,0,0,5,
966,11.55,85.76,61.1,1,1,0,0,5,
967,11.6,85.15,57.6,1,1,0,0,5,
968,11.56,85.91,54.8,1,1,0,0,5,
969,11.6,85.45,57.6,1,1,0,0,5,
970,11.52,85.66,61.5,1,1,0,0,5,
971,11.68,84.93,56.3,1,1,0,0,5,
972,11.49,86.26,56.3,1,1,0,0,5,
973,11.48,86.3,61.1,1,1,0,0,5,
974,11.51,85.73,63.2,1,1,0,0,5,
975,11.59,85.59,53.3,1,1,0,0,5,
976,11.57,85.4,57.1,1,1,0,0,5,
977,11.55,85.75,62.2,1,1,0,0,5,
978,11.55,85.59,54.8,1,1,0,0,5,
979,11.64,85.2,57.6,1,1,0,0,5,
980,11.54,85.57,61.1,1,1,0,0,5,
981,11.52,86.07,57.6,1,1,0,0,5,
982,11.51,85.73,58.3,1,1,0,0,5,
983,11.47,86.44,60.0,1,1,0,0,5,
984,11.41,86.25,56.3,1,1,0,0,5,
985,11.6,85.45,58.8,1,1,0,0,5,
986,11.52,85.78,51.6,1,1,0,0,5,
987,11.59,85.59,58.8,1,1,0,0,5,
988,11.6,85.28,62.2,1,1,0,0,5,
989,11.58,85.55,57.6,1,1,0,0,5,
990,11.5,86.03,58.8,1,1,0,0,5,
991,11.58,85.58,60.0,1,1,0,0,5,
992,11.56,85.73,55.9,1,1,0,0,5,
993,11.57,85.76,58.8,1,1,0,0,5,
994,11.39,86.89,58.8,1,1,0,0,5,
995,11.3,87.49,60.0,1,1,0,0,5,
996,11.43,86.67,58.8,1,1,0,0,5,
997,11.67,84.88,62.2,1,1,0,0,5,
998,11.52,85.73,55.9,1,1,0,0,5,
999,11.54,85.9,58.8,1,1,0,0,5,
1000,11.55,85.79,60.0,1,1,0,0,5,
1001,11.54,85.88,58.8,1,1,0,0,5,
1002,11.49,85.94,54.8,1,1,0,0,5,
1003,11.51,86.09,61.1,1,1,0,0,5,
1004,10.99,90.23,62.2,1,1,0,0,5,
1005,11.37,87.03,61.8,1,1,0,0,5,
1006,11.37,86.94,63.2,1,1,0,0,5,
1007,11.4,86.94,58.3,1,1,0,0,5,
1008,11.53,85.83,63.2,1,1,0,0,5,
1009,11.43,86.72,62.2,1,1,0,0,5,
1010,11.53,85.8,57.1,1,1,0,0,5,
1011,11.55,85.8,57.6,1,1,0,0,5,
1012,11.11,89.17,57.1,1,1,0,0,5,
1013,11.73,84.49,54.8,1,1,0,0,5,
1014,11.73,84.44,64.9,1,1,0,0,5,
1015,11.74,84.39,57.6,1,1,0,0,5,
1016,10.83,91.49,54.3,1,1,0,0,5,
1017,11.75,84.38,62.2,1,1,0,0,5,
1018,11.48,86.3,57.6,1,1,0,0,5,
1019,11.75,84.34,62.2,1,1,0,0,5,
1020,11.73,84.41,58.8,1,1,0,0,5,
1021,11.71,84.6,54.8,1,1,0,0,5,
1022,11.85,83.55,60.0,1,1,0,0,5,
1023,11.78,84.07,57.6,1,1,0,0,5,
1024,11.77,84.17,54.8,1,1,0,0,5,
1025,11.74,84.42,60.0,1,1,0,0,5,
1026,11.76,84.26,58.8,1,1,0,0,5,
1027,11.78,84.13,57.6,1,1,0,0,5,
1028,11.78,84.1,54.8,1,1,0,0,5,
1029,11.73,84.58,64.9,1,1,0,0,5,
1030,11.47,86.3,59.5,1,1,0,0,5,
1031,11.8,83.89,58.8,1,1,0,0,5,
1032,11.85,83.56,56.3,1,1,0,0,5,
1033,11.67,84.92,60.6,1,1,0,0,5,
1034,11.81,83.85,61.1,1,1,0,0,5,
1035,11.75,84.34,57.6,1,1,0,0,5,
1036,11.78,84.09,57.6,1,1,0,0,5,
1037,11.88,83.44,58.8,1,1,0,0,5,
1038,11.84,83.67,63.2,1,1,0,0,5,
1039,11.81,83.9,58.8,1,1,0,0,5,
1040,11.76,84.19,57.6,1,1,0,0,5,
1041,11.12,89.24,59.5,1,1,0,0,5,
1042,11.8,83.92,59.4,1,1,0,0,5,
1043,11.78,84.1,58.8,1,1,1,1,5,Person very close ahead
1044,11.78,84.07,58.8,1,1,0,0,5,
1045,11.78,84.12,58.8,1,1,0,0,5,
1046,11.79,83.97,57.6,1,1,0,0,5,
1047,11.81,83.91,54.8,1,1,0,0,5,
1048,11.93,82.98,57.6,1,1,0,0,5,
1049,11.83,83.8,61.1,1,1,0,0,5,
1050,11.83,83.73,63.2,1,1,0,0,5,
1051,11.86,83.55,60.6,1,1,0,0,5,
1052,11.79,83.99,57.6,1,1,0,0,5,
1053,11.53,86.08,54.8,1,1,0,0,5,
1054,11.81,83.87,57.6,1,1,0,0,5,
1055,11.88,83.42,57.6,1,1,0,0,5,
1056,11.78,84.06,57.6,1,1,0,0,5,
1057,11.84,83.66,58.8,1,1,0,0,5,
1058,11.83,83.72,58.8,1,1,0,0,5,
1059,11.81,83.92,58.8,1,1,0,0,5,
1060,11.81,83.88,60.6,1,1,0,0,5,
1061,11.73,84.5,58.8,1,1,0,0,5,
1062,11.81,83.9,57.6,1,1,0,0,5,
1063,10.75,92.24,58.8,1,1,0,0,5,
1064,11.83,83.7,56.3,1,1,0,0,5,
1065,11.48,86.45,61.1,1,1,0,0,5,
1066,11.82,83.84,60.0,1,1,0,0,5,
1067,11.8,84.05,61.1,1,1,0,0,5,
1068,11.69,84.68,58.8,1,1,0,0,5,
1069,11.78,84.15,56.3,1,1,0,0,5,
1070,11.76,84.23,62.2,1,1,0,0,5,
1071,11.87,83.46,57.6,1,1,0,0,5,
1072,11.68,84.77,58.8,1,1,0,0,5,
1073,11.85,83.62,61.8,1,1,0,0,5,
1074,11.91,83.17,60.0,1,1,0,0,5,
1075,11.56,85.71,61.1,1,1,0,0,5,
1076,11.43,86.68,60.0,1,1,0,0,5,
1077,11.64,85.23,58.8,1,1,0,0,5,
1078,11.66,84.91,57.6,1,1,0,0,5,
1079,11.73,84.5,60.0,1,1,0,0,5,
1080,11.74,84.36,57.6,1,1,0,0,5,
1081,11.72,84.57,60.0,1,1,0,0,5,
1082,11.69,84.74,60.0,1,1,0,0,5,
1083,11.69,84.75,56.3,1,1,0,0,5,
1084,11.67,84.83,60.0,1,1,0,0,5,
1085,11.73,84.5,57.6,1,1,0,0,5,
1086,11.8,83.94,59.4,1,1,0,0,5,
1087,11.67,84.92,61.1,1,1,0,0,5,
1088,11.48,86.25,60.0,1,1,0,0,5,
1089,11.66,85.05,60.0,1,1,0,0,5,
1090,11.79,83.99,54.8,1,1,0,0,5,
1091,11.68,84.82,63.2,1,1,0,0,5,
1092,11.79,83.95,56.3,1,1,0,0,5,
1093,11.72,84.56,54.8,1,1,0,0,5,
1094,11.71,84.58,60.0,1,1,0,0,5,
1095,11.68,84.88,57.6,1,1,0,0,5,
1096,11.66,84.89,60.0,1,1,0,0,5,
1097,11.77,84.12,58.8,1,1,0,0,5,
1098,11.63,84.96,60.0,1,1,0,0,5,
1099,11.82,84.0,60.0,1,1,0,0,5,
1100,11.62,85.32,56.7,1,1,0,0,5,
1101,11.54,85.02,57.1,1,1,0,0,5,
1102,11.75,84.47,56.3,1,1,0,0,5,
1103,11.75,84.49,62.9,1,1,0,0,5,
