frame,time_s,latency_ms,fps,cpu_percent,ram_percent,temperature_c,detections
497,55.443,105.93,9.44,55.8,15.9,57.6,1
498,55.554,126.0,7.94,57.7,16.0,57.6,1
499,55.683,105.48,9.48,59.1,16.0,57.1,1
500,55.791,105.59,9.47,54.8,16.0,57.1,1
501,55.899,105.76,9.46,56.8,16.0,57.6,1
502,56.008,105.92,9.44,56.8,16.0,57.6,1
503,56.116,106.18,9.42,55.8,16.0,57.1,1
504,56.225,105.79,9.45,56.8,16.0,57.6,1
505,56.334,105.9,9.44,55.8,16.0,57.1,1
506,56.442,106.74,9.37,53.5,16.0,57.1,1
507,56.555,107.38,9.31,57.8,16.0,56.5,1
508,56.665,105.83,9.45,54.8,16.0,57.6,1
509,56.773,106.31,9.41,56.8,16.0,57.6,1
510,56.882,106.05,9.43,53.5,16.0,57.6,1
511,56.991,106.89,9.36,59.1,16.0,57.6,1
512,57.101,106.11,9.42,53.7,16.0,57.6,1
513,57.21,105.45,9.48,55.8,16.0,57.6,1
514,57.318,106.11,9.42,56.5,16.0,57.1,1
515,57.427,106.3,9.41,53.7,16.0,58.2,1
516,57.536,107.32,9.32,53.7,16.0,57.6,1
517,57.646,106.38,9.4,57.8,16.0,57.6,1
518,57.755,106.5,9.39,58.7,16.0,57.6,1
519,57.864,105.66,9.46,53.7,16.0,58.7,1
520,57.972,105.84,9.45,54.8,16.0,58.2,1
521,58.081,107.04,9.34,56.8,16.0,58.2,1
522,58.191,106.21,9.42,57.8,16.0,56.5,1
523,58.3,106.01,9.43,53.7,16.0,57.1,1
524,58.409,105.98,9.44,55.8,16.0,58.7,1
525,58.517,106.67,9.37,54.8,16.0,57.1,2
526,58.627,106.44,9.39,58.7,16.0,58.2,1
527,58.736,105.21,9.5,55.8,16.0,57.6,1
528,58.844,105.45,9.48,56.8,16.0,57.6,1
529,58.952,105.7,9.46,54.8,16.0,57.1,1
530,59.06,105.92,9.44,56.8,16.0,58.2,1
531,59.169,106.08,9.43,54.8,16.0,57.6,1
532,59.278,105.28,9.5,57.8,16.0,57.6,1
533,59.386,105.47,9.48,56.8,15.9,58.2,1
534,59.494,106.96,9.35,59.6,15.9,58.2,1
535,59.605,106.05,9.43,53.5,15.9,58.2,1
536,59.714,104.86,9.54,50.0,15.9,57.1,1
537,59.821,105.74,9.46,53.7,15.9,58.2,1
538,59.93,105.27,9.5,59.1,15.9,56.5,1
