frame,timestamp,fps,latency_ms,cpu_percent,detections_count,labels
466,1778951592.84,11.9,83.43,56.3,1,person
467,1778951592.93,11.77,84.37,51.6,1,person
468,1778951593.01,11.65,85.23,60.0,1,person
469,1778951593.1,11.85,83.77,56.7,1,person
470,1778951593.18,11.86,83.7,56.2,1,person
471,1778951593.27,11.79,84.21,57.6,1,person
472,1778951593.35,11.87,83.65,62.2,1,person
473,1778951593.44,11.85,83.82,61.8,1,person
474,1778951593.52,11.82,83.96,57.6,1,person
475,1778951593.61,11.85,83.77,54.8,1,person
476,1778951593.69,11.9,83.45,57.6,1,person
477,1778951593.78,11.82,84.0,58.1,1,person
478,1778951593.86,11.84,83.88,61.1,1,person
479,1778951593.95,11.76,84.42,60.0,1,person
480,1778951594.03,11.55,86.01,54.8,1,person
481,1778951594.12,11.89,83.48,61.1,1,person
482,1778951594.2,11.88,83.58,63.9,1,person
483,1778951594.29,11.82,83.96,58.8,1,person
484,1778951594.37,11.88,83.57,54.8,1,person
485,1778951594.46,11.88,83.55,57.6,1,person
486,1778951594.54,11.66,85.16,60.0,1,person
487,1778951594.63,11.67,85.12,60.0,1,person
488,1778951594.71,11.72,84.74,58.8,1,person
489,1778951594.8,11.54,86.08,60.6,1,person
490,1778951594.89,11.63,85.39,62.2,1,person
491,1778951594.97,11.69,84.93,56.3,1,person
492,1778951595.06,11.43,86.92,60.0,1,person
493,1778951595.14,11.69,84.97,61.1,1,person
494,1778951595.23,11.66,85.14,58.8,1,person
495,1778951595.32,11.69,84.91,60.0,1,person
496,1778951595.4,11.66,85.17,57.6,1,person
497,1778951595.49,11.64,85.33,58.8,2,"person,microwave"
498,1778951595.58,11.59,85.67,57.6,1,person
499,1778951595.66,11.65,85.26,62.2,1,person
500,1778951595.75,11.7,84.87,56.2,1,person
501,1778951595.83,11.71,84.81,63.2,1,person
502,1778951595.92,11.58,85.74,58.8,1,person
503,1778951596.01,11.42,86.98,61.1,1,person
504,1778951596.09,11.58,85.74,61.1,1,person
505,1778951596.18,11.6,85.58,57.6,1,person
506,1778951596.27,11.7,84.9,61.1,1,person
507,1778951596.36,10.3,96.43,59.5,1,person
508,1778951596.45,11.76,84.46,61.1,1,person
509,1778951596.53,11.64,85.3,57.6,1,person
510,1778951596.62,11.73,84.63,58.1,1,person
511,1778951596.7,11.86,83.71,56.3,1,person
512,1778951596.79,11.64,85.32,57.6,1,person
513,1778951596.88,11.62,85.48,60.0,1,person
514,1778951596.96,11.65,85.2,56.3,1,person
515,1778951597.05,11.52,86.22,61.1,1,person
