frame,timestamp,fps,latency_ms,cpu_percent,detections_count,labels
400,1778952083.24,11.39,87.01,63.2,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
401,1778952083.32,11.55,85.91,62.2,7,"bottle,microwave,chair,bottle,bottle,bowl,bottle"
402,1778952083.41,11.6,85.47,54.8,7,"bottle,chair,microwave,bottle,bowl,bottle,bottle"
403,1778952083.5,11.56,85.79,54.8,7,"bottle,microwave,chair,bowl,bottle,bottle,bottle"
404,1778952083.58,11.52,86.08,61.1,7,"bottle,microwave,chair,bottle,bowl,bottle,bottle"
405,1778952083.67,11.47,86.41,60.0,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
406,1778952083.76,11.43,86.71,60.0,8,"bottle,chair,microwave,bottle,bottle,bottle,bottle,bowl"
407,1778952083.84,11.49,86.26,56.3,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
408,1778952083.93,11.57,85.67,57.1,7,"bottle,chair,microwave,bottle,bottle,bowl,bottle"
409,1778952084.03,10.68,92.89,68.4,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
410,1778952084.11,11.65,85.05,58.8,7,"bottle,microwave,chair,bottle,bottle,bowl,bottle"
411,1778952084.2,11.56,85.83,62.2,6,"bottle,chair,microwave,bottle,bottle,bottle"
412,1778952084.28,11.66,85.09,56.3,7,"bottle,chair,microwave,bottle,bottle,bowl,bottle"
413,1778952084.37,11.65,85.16,61.1,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
414,1778952084.46,11.52,86.1,58.3,5,"bottle,chair,microwave,bottle,bottle"
415,1778952084.55,11.4,87.02,61.1,8,"bottle,chair,bowl,bottle,microwave,bottle,bottle,bottle"
416,1778952084.63,11.32,87.56,60.0,7,"bottle,chair,microwave,bottle,bowl,bottle,bottle"
417,1778952084.72,11.43,86.73,55.9,6,"bottle,chair,microwave,bottle,bottle,bottle"
418,1778952084.81,11.64,85.11,57.6,6,"bottle,microwave,chair,bowl,bottle,bottle"
419,1778952084.89,11.6,85.55,61.1,8,"bottle,microwave,chair,bottle,bottle,bottle,bowl,bottle"
420,1778952084.98,11.52,86.08,57.6,7,"bottle,chair,microwave,bottle,bottle,bowl,bottle"
421,1778952085.07,10.94,90.66,57.6,7,"bottle,chair,microwave,bowl,bottle,bottle,bottle"
422,1778952085.16,11.53,86.04,54.5,7,"bottle,microwave,chair,bowl,bottle,bottle,bottle"
