frame,timestamp,fps,latency_ms,cpu_percent,detections_count,labels
206,1778952359.49,11.1,89.18,60.5,5,"bottle,microwave,bottle,bowl,bottle"
207,1778952359.58,11.13,89.14,57.1,6,"bottle,person,bottle,microwave,bottle,bottle"
208,1778952359.68,11.09,89.33,54.3,5,"person,bottle,bottle,bottle,bottle"
209,1778952359.77,11.05,89.76,62.5,6,"person,bottle,bottle,microwave,bottle,bottle"
210,1778952359.86,11.16,88.83,54.8,4,"person,bottle,bottle,bowl"
211,1778952359.95,11.15,89.01,57.1,3,"person,bottle,bottle"
212,1778952360.04,10.86,91.34,59.5,4,"person,bottle,bottle,bowl"
213,1778952360.13,11.14,89.0,54.5,3,"person,bottle,bowl"
214,1778952360.22,11.07,89.58,61.5,3,"person,bowl,bottle"
215,1778952360.31,11.06,89.73,55.9,3,"person,bowl,bottle"
216,1778952360.4,11.04,89.8,57.1,4,"person,bowl,bottle,sink"
217,1778952360.49,11.07,89.58,60.5,2,"person,bowl"
218,1778952360.58,11.04,89.78,58.3,2,"person,bowl"
219,1778952360.67,11.01,90.07,53.1,2,"bowl,person"
220,1778952360.76,11.06,89.55,59.0,2,"person,bowl"
221,1778952360.85,11.02,90.01,58.3,2,"person,bowl"
222,1778952360.94,11.09,89.36,59.5,2,"bottle,person"
223,1778952361.04,10.88,91.07,57.1,3,"person,bottle,bottle"
224,1778952361.13,10.97,90.29,58.3,6,"person,bottle,bottle,microwave,bottle,bottle"
225,1778952361.22,11.03,89.91,61.5,5,"person,microwave,bottle,bottle,bottle"
226,1778952361.31,11.01,90.07,59.5,6,"person,microwave,bottle,bottle,bottle,bottle"
227,1778952361.4,11.12,89.18,54.5,5,"microwave,bottle,person,bottle,bottle"
228,1778952361.49,11.07,89.61,60.5,4,"microwave,bottle,bottle,bottle"
229,1778952361.58,11.2,88.54,58.3,4,"bottle,microwave,bottle,bottle"
230,1778952361.67,11.04,89.68,59.5,6,"bottle,bottle,bottle,bottle,microwave,bowl"
231,1778952361.76,11.04,89.86,59.5,5,"bottle,bowl,microwave,bottle,bottle"
232,1778952361.85,11.02,89.95,58.3,5,"bottle,microwave,bowl,bottle,bottle"
233,1778952361.94,11.09,89.34,51.5,5,"bottle,bowl,microwave,bottle,bottle"
234,1778952362.04,10.81,91.72,60.5,5,"bottle,microwave,bottle,bowl,bottle"
235,1778952362.13,10.93,90.72,60.5,4,"bottle,microwave,bottle,bottle"
236,1778952362.22,11.06,89.63,59.5,4,"bottle,microwave,bottle,bottle"
237,1778952362.31,11.05,89.71,57.1,4,"microwave,bottle,bottle,bottle"
238,1778952362.4,11.04,89.79,55.9,5,"bottle,microwave,bottle,bottle,bowl"
239,1778952362.5,10.35,95.91,64.1,4,"bottle,microwave,bottle,bottle"
240,1778952362.59,11.04,89.69,58.3,4,"bottle,microwave,bottle,bottle"
241,1778952362.68,11.06,89.66,59.5,5,"bottle,microwave,bottle,bottle,bottle"
242,1778952362.77,11.12,89.17,55.9,3,"microwave,bottle,bottle"
243,1778952362.86,11.1,89.29,60.5,4,"bottle,microwave,bottle,bottle"
244,1778952362.95,10.98,90.3,59.5,4,"bottle,bottle,microwave,bottle"
245,1778952363.04,10.86,91.33,59.5,5,"bottle,bottle,microwave,bottle,bottle"
246,1778952363.13,11.01,90.01,57.1,4,"bottle,bottle,bottle,microwave"
