frame,timestamp,fps,latency_ms,cpu_percent,detections_count,active_tracks,track_ids,labels,directions,proximities,risk_scores,missing_tracks
630,1778953303.32,11.63,85.37,54.8,1,1,29,person,right,0.5,0.48,1
631,1778953303.41,11.64,85.28,61.1,1,1,29,person,right,0.5,0.47,1
632,1778953303.5,11.63,85.36,57.6,1,1,29,person,right,0.5,0.46,1
633,1778953303.6,9.72,102.24,65.9,1,1,29,person,right,0.5,0.45,1
634,1778953303.68,11.64,85.31,57.6,1,1,29,person,right,0.5,0.45,1
635,1778953303.77,11.7,84.9,57.6,1,1,29,person,right,0.5,0.45,1
636,1778953303.86,11.75,84.53,54.8,1,1,29,person,right,0.5,0.45,1
637,1778953303.94,11.59,85.71,57.6,1,1,29,person,right,0.5,0.45,0
638,1778953304.03,11.42,86.98,56.3,1,1,29,person,right,0.5,0.45,0
639,1778953304.12,11.82,84.04,56.3,1,1,29,person,right,0.5,0.45,0
640,1778953304.2,11.72,84.76,61.1,1,1,29,person,right,0.5,0.45,0
641,1778953304.29,11.68,84.99,57.6,1,1,29,person,right,0.5,0.45,0
642,1778953304.37,11.8,84.14,58.1,1,1,29,person,right,0.5,0.45,0
643,1778953304.46,11.66,85.18,62.2,1,1,29,person,right,0.5,0.45,0
644,1778953304.54,11.76,84.4,56.3,1,1,29,person,right,0.5,0.45,0
645,1778953304.63,11.61,85.5,63.2,1,1,29,person,right,0.5,0.45,0
646,1778953304.71,11.74,84.55,57.6,1,1,29,person,right,0.5,0.45,0
647,1778953304.8,11.71,84.82,57.6,1,1,29,person,right,0.5,0.45,0
648,1778953304.89,11.62,85.48,56.3,1,1,29,person,right,0.5,0.45,0
649,1778953304.97,11.74,84.57,56.3,1,1,29,person,right,0.5,0.45,0
650,1778953305.06,11.57,85.8,57.6,1,1,29,person,right,0.5,0.45,0
651,1778953305.14,11.72,84.76,60.6,1,1,29,person,right,0.5,0.45,0
652,1778953305.23,11.64,85.27,54.5,1,1,29,person,right,0.5,0.45,0
653,1778953305.32,11.71,84.8,58.1,1,1,29,person,right,0.5,0.45,0
654,1778953305.4,11.59,85.64,57.1,2,2,"29,32","person,microwave","right,center","0.51,0.51","0.46,0.0",0
655,1778953305.49,11.75,84.53,58.1,1,1,29,person,right,0.51,0.46,1
656,1778953305.57,11.61,85.48,57.1,2,2,"29,32","person,microwave","right,center","0.51,0.51","0.46,0.32",0
657,1778953305.66,11.67,85.08,58.1,2,2,"29,32","person,microwave","right,center","0.51,0.51","0.46,0.32",0
658,1778953305.75,11.65,85.24,60.0,2,2,"29,32","person,microwave","right,center","0.52,0.51","0.46,0.32",0
659,1778953305.83,11.74,84.6,54.8,2,2,"29,32","person,microwave","right,center","0.52,0.52","0.46,0.32",0
660,1778953305.92,11.59,85.71,63.2,1,1,29,person,right,0.52,0.46,1
661,1778953306.01,11.48,86.53,58.8,1,1,29,person,right,0.52,0.46,1
662,1778953306.09,11.56,85.9,56.3,1,1,29,person,right,0.51,0.46,1
663,1778953306.18,11.67,85.07,60.0,2,2,"29,32","person,microwave","right,center","0.52,0.51","0.46,0.32",0
664,1778953306.26,11.64,85.26,54.8,2,2,"29,32","person,microwave","right,center","0.51,0.52","0.46,0.32",0
665,1778953306.35,11.81,84.11,61.1,1,1,29,person,right,0.51,0.45,1
666,1778953306.44,11.71,84.78,60.0,1,1,29,person,right,0.51,0.46,1
667,1778953306.52,11.7,84.85,60.0,1,1,29,person,center,0.51,0.48,1
668,1778953306.61,11.64,85.23,56.3,3,3,"29,33,34","person,person,person","center,center,right","0.52,0.24,0.5","0.49,0.0,0.0",1
669,1778953306.69,11.7,84.87,61.1,2,2,"29,33","person,person","center,center","0.51,0.25","0.5,0.35",2
670,1778953306.78,11.68,85.0,58.8,1,1,29,person,center,0.52,0.52,3
671,1778953306.86,11.68,85.02,60.0,1,1,29,person,center,0.52,0.53,3
672,1778953306.95,11.65,85.19,57.6,1,1,29,person,center,0.53,0.54,3
673,1778953307.04,11.41,87.09,61.1,1,1,29,person,center,0.53,0.54,3
674,1778953307.12,11.65,85.19,57.6,1,1,29,person,center,0.53,0.54,3
675,1778953307.21,11.68,85.02,57.6,1,1,29,person,center,0.53,0.52,2
676,1778953307.3,11.7,84.88,56.3,1,1,29,person,center,0.52,0.51,2
677,1778953307.38,11.68,85.06,61.1,1,1,29,person,center,0.52,0.5,2
678,1778953307.47,11.7,84.87,57.6,1,1,29,person,center,0.5,0.49,2
679,1778953307.55,11.57,85.9,63.2,1,1,29,person,center,0.5,0.48,1
680,1778953307.64,11.71,84.81,54.8,1,1,29,person,center,0.49,0.48,0
681,1778953307.73,11.52,86.26,57.6,1,1,29,person,center,0.47,0.47,0
682,1778953307.81,11.68,84.99,61.1,1,1,29,person,left,0.46,0.47,0
